Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 06/10/2017
Code Year    Age        Exposure
PRT  1976     14        83497.14
PRT  1976     15        82642.85
PRT  1976     16        79932.81
PRT  1976     17        78734.51
PRT  1976     18        77841.69
PRT  1976     19        74678.96
PRT  1976     20        73644.76
PRT  1976     21        73202.35
PRT  1976     22        71528.99
PRT  1976     23        72240.22
PRT  1976     24        69849.62
PRT  1976     25        69620.00
PRT  1976     26        67412.29
PRT  1976     27        67468.30
PRT  1976     28        65009.99
PRT  1976     29        60124.50
PRT  1976     30        62391.40
PRT  1976     31        60987.23
PRT  1976     32        57796.04
PRT  1976     33        57665.56
PRT  1976     34        53140.98
PRT  1976     35        55572.64
PRT  1976     36        56957.87
PRT  1976     37        58500.96
PRT  1976     38        58752.46
PRT  1976     39        59413.33
PRT  1976     40        61669.17
PRT  1976     41        60364.79
PRT  1976     42        59065.67
PRT  1976     43        61161.97
PRT  1976     44        60406.24
PRT  1976     45        62041.66
PRT  1976     46        59864.62
PRT  1976     47        58759.77
PRT  1976     48        58684.41
PRT  1976     49        58519.79
PRT  1976     50        59181.37
PRT  1976     51        57970.49
PRT  1976     52        55642.73
PRT  1976     53        54859.73
PRT  1976     54        53417.34
PRT  1976     55        54512.65
PRT  1977     12        86042.35
PRT  1977     13        84589.54
PRT  1977     14        84427.85
PRT  1977     15        83513.64
PRT  1977     16        82490.31
PRT  1977     17        79720.50
PRT  1977     18        78444.58
PRT  1977     19        77350.61
PRT  1977     20        74126.80
PRT  1977     21        72995.52
PRT  1977     22        72596.25
PRT  1977     23        70848.23
PRT  1977     24        71305.45
PRT  1977     25        69136.37
PRT  1977     26        69078.43
PRT  1977     27        66943.35
PRT  1977     28        67255.43
PRT  1977     29        64910.31
PRT  1977     30        60316.05
PRT  1977     31        62575.30
PRT  1977     32        61257.50
PRT  1977     33        58203.39
PRT  1977     34        57917.66
PRT  1977     35        53498.18
PRT  1977     36        55810.51
PRT  1977     37        57262.56
PRT  1977     38        59123.78
PRT  1977     39        59139.55
PRT  1977     40        59770.86
PRT  1977     41        61882.01
PRT  1977     42        60575.06
PRT  1977     43        59451.74
PRT  1977     44        61385.05
PRT  1977     45        60723.14
PRT  1977     46        62126.68
PRT  1977     47        59995.68
PRT  1977     48        59191.37
PRT  1977     49        58881.80
PRT  1977     50        58823.20
PRT  1977     51        59283.61
PRT  1977     52        58081.22
PRT  1977     53        55973.81
PRT  1977     54        54985.82
PRT  1977     55        53589.35
PRT  1978     12        85544.82
PRT  1978     13        86284.65
PRT  1978     14        84858.84
PRT  1978     15        84527.76
PRT  1978     16        83521.54
PRT  1978     17        82331.49
PRT  1978     18        79509.14
PRT  1978     19        78154.60
PRT  1978     20        76862.48
PRT  1978     21        73574.21
PRT  1978     22        72345.98
PRT  1978     23        71995.66
PRT  1978     24        70169.96
PRT  1978     25        70377.98
PRT  1978     26        68427.21
PRT  1978     27        68538.11
PRT  1978     28        66480.95
PRT  1978     29        67049.36
PRT  1978     30        64813.91
PRT  1978     31        60509.20
PRT  1978     32        62765.00
PRT  1978     33        61525.54
PRT  1978     34        58604.16
PRT  1978     35        58166.98
PRT  1978     36        53852.33
PRT  1978     37        56052.39
PRT  1978     38        57570.69
PRT  1978     39        59739.47
PRT  1978     40        59527.58
PRT  1978     41        60139.63
PRT  1978     42        62093.32
PRT  1978     43        60775.86
PRT  1978     44        59841.74
PRT  1978     45        61611.66
PRT  1978     46        61038.79
PRT  1978     47        62210.04
PRT  1978     48        60124.32
PRT  1978     49        59619.62
PRT  1978     50        59073.57
PRT  1978     51        59133.64
PRT  1978     52        59403.55
PRT  1978     53        58198.07
PRT  1978     54        56307.04
PRT  1978     55        55115.27
PRT  1979     12        83461.57
PRT  1979     13        85732.37
PRT  1979     14        86514.38
PRT  1979     15        85121.24
PRT  1979     16        84620.27
PRT  1979     17        83524.94
PRT  1979     18        82169.89
PRT  1979     19        79294.32
PRT  1979     20        77866.51
PRT  1979     21        76372.06
PRT  1979     22        73023.76
PRT  1979     23        71700.08
PRT  1979     24        71397.34
PRT  1979     25        69495.36
PRT  1979     26        69447.70
PRT  1979     27        67719.78
PRT  1979     28        67995.49
PRT  1979     29        66014.65
PRT  1979     30        66844.81
PRT  1979     31        64720.02
PRT  1979     32        60705.31
PRT  1979     33        62950.99
PRT  1979     34        61794.20
PRT  1979     35        59002.86
PRT  1979     36        58415.52
PRT  1979     37        54215.57
PRT  1979     38        56297.05
PRT  1979     39        57872.61
PRT  1979     40        60353.94
PRT  1979     41        59919.15
PRT  1979     42        60504.78
PRT  1979     43        62296.30
PRT  1979     44        60974.17
PRT  1979     45        60231.99
PRT  1979     46        61835.09
PRT  1979     47        61340.07
PRT  1979     48        62275.97
PRT  1979     49        60245.54
PRT  1979     50        60045.73
PRT  1979     51        59276.04
PRT  1979     52        59443.13
PRT  1979     53        59506.41
PRT  1979     54        58307.55
PRT  1979     55        56635.46
PRT  1980     12        83737.82
PRT  1980     13        83690.82
PRT  1980     14        85915.94
PRT  1980     15        86743.02
PRT  1980     16        85388.75
PRT  1980     17        84714.32
PRT  1980     18        83525.75
PRT  1980     19        82004.39
PRT  1980     20        79074.91
PRT  1980     21        77574.50
PRT  1980     22        75888.14
PRT  1980     23        72465.27
PRT  1980     24        71057.75
PRT  1980     25        70799.05
PRT  1980     26        68814.21
PRT  1980     27        68519.60
PRT  1980     28        67004.62
PRT  1980     29        67456.60
PRT  1980     30        65550.80
PRT  1980     31        66637.16
PRT  1980     32        64616.91
PRT  1980     33        60895.71
PRT  1980     34        63134.81
PRT  1980     35        62062.71
PRT  1980     36        59401.22
PRT  1980     37        58660.94
PRT  1980     38        54577.44
PRT  1980     39        56528.68
PRT  1980     40        58164.89
PRT  1980     41        60957.01
PRT  1980     42        60307.85
PRT  1980     43        60864.31
PRT  1980     44        62485.90
PRT  1980     45        61159.30
PRT  1980     46        60617.98
PRT  1980     47        62030.73
PRT  1980     48        61619.51
PRT  1980     49        62348.92
PRT  1980     50        60367.04
PRT  1980     51        60472.35
PRT  1980     52        59450.49
PRT  1980     53        59723.44
PRT  1980     54        59585.82
PRT  1980     55        58408.58
PRT  1981     12        83099.02
PRT  1981     13        83598.33
PRT  1981     14        83477.14
PRT  1981     15        85615.95
PRT  1981     16        86452.92
PRT  1981     17        85105.05
PRT  1981     18        84256.24
PRT  1981     19        83160.61
PRT  1981     20        81456.90
PRT  1981     21        78741.77
PRT  1981     22        77062.16
PRT  1981     23        75421.23
PRT  1981     24        71983.63
PRT  1981     25        70626.94
PRT  1981     26        70395.56
PRT  1981     27        68370.39
PRT  1981     28        67880.47
PRT  1981     29        66808.50
PRT  1981     30        67064.26
PRT  1981     31        65471.34
PRT  1981     32        66513.24
PRT  1981     33        64739.55
PRT  1981     34        61106.93
PRT  1981     35        63260.41
PRT  1981     36        62378.04
PRT  1981     37        59677.42
PRT  1981     38        58803.32
PRT  1981     39        54933.20
PRT  1981     40        56505.88
PRT  1981     41        58488.58
PRT  1981     42        61222.08
PRT  1981     43        60501.11
PRT  1981     44        61019.23
PRT  1981     45        62490.01
PRT  1981     46        61348.13
PRT  1981     47        60788.79
PRT  1981     48        61988.99
PRT  1981     49        61890.52
PRT  1981     50        62122.99
PRT  1981     51        60668.34
PRT  1981     52        60526.46
PRT  1981     53        59539.43
PRT  1981     54        59779.30
PRT  1981     55        59485.28
PRT  1982     12        82979.53
PRT  1982     13        82476.98
PRT  1982     14        82910.13
PRT  1982     15        82686.81
PRT  1982     16        84681.88
PRT  1982     17        85479.41
PRT  1982     18        84152.58
PRT  1982     19        83313.09
PRT  1982     20        82332.68
PRT  1982     21        80694.06
PRT  1982     22        78166.84
PRT  1982     23        76520.89
PRT  1982     24        75036.73
PRT  1982     25        71715.82
PRT  1982     26        70431.68
PRT  1982     27        70265.06
PRT  1982     28        68262.16
PRT  1982     29        67807.75
PRT  1982     30        66883.89
PRT  1982     31        67081.36
PRT  1982     32        65581.06
PRT  1982     33        66632.76
PRT  1982     34        64944.49
PRT  1982     35        61265.61
PRT  1982     36        63410.46
PRT  1982     37        62594.66
PRT  1982     38        59831.81
PRT  1982     39        58916.46
PRT  1982     40        55044.06
PRT  1982     41        56450.59
PRT  1982     42        58499.69
PRT  1982     43        61212.06
PRT  1982     44        60451.65
PRT  1982     45        60974.76
PRT  1982     46        62449.10
PRT  1982     47        61333.62
PRT  1982     48        60693.12
PRT  1982     49        61901.20
PRT  1982     50        61863.64
PRT  1982     51        62000.80
PRT  1982     52        60658.09
PRT  1982     53        60407.81
PRT  1982     54        59413.67
PRT  1982     55        59613.01
PRT  1983     12        82944.14
PRT  1983     13        82374.42
PRT  1983     14        81745.23
PRT  1983     15        82103.23
PRT  1983     16        81769.62
PRT  1983     17        83608.61
PRT  1983     18        84367.29
PRT  1983     19        83074.97
PRT  1983     20        82270.70
PRT  1983     21        81400.24
PRT  1983     22        79905.87
PRT  1983     23        77537.70
PRT  1983     24        75987.09
PRT  1983     25        74667.94
PRT  1983     26        71494.95
PRT  1983     27        70285.15
PRT  1983     28        70194.60
PRT  1983     29        68236.82
PRT  1983     30        67861.14
PRT  1983     31        66987.07
PRT  1983     32        67201.97
PRT  1983     33        65716.30
PRT  1983     34        66792.83
PRT  1983     35        65152.71
PRT  1983     36        61404.36
PRT  1983     37        63567.55
PRT  1983     38        62772.02
PRT  1983     39        59953.58
PRT  1983     40        59017.47
PRT  1983     41        55085.86
PRT  1983     42        56395.43
PRT  1983     43        58436.17
PRT  1983     44        61137.40
PRT  1983     45        60365.29
PRT  1983     46        60875.92
PRT  1983     47        62404.05
PRT  1983     48        61277.62
PRT  1983     49        60571.16
PRT  1983     50        61765.46
PRT  1983     51        61758.75
PRT  1983     52        61878.62
PRT  1983     53        60557.51
PRT  1983     54        60256.85
PRT  1983     55        59230.62
PRT  1984     12        83328.18
PRT  1984     13        82551.64
PRT  1984     14        81767.83
PRT  1984     15        81005.11
PRT  1984     16        81288.92
PRT  1984     17        80856.54
PRT  1984     18        82529.77
PRT  1984     19        83262.66
PRT  1984     20        81988.50
PRT  1984     21        81228.91
PRT  1984     22        80469.42
PRT  1984     23        79121.23
PRT  1984     24        76907.07
PRT  1984     25        75450.25
PRT  1984     26        74296.17
PRT  1984     27        71280.07
PRT  1984     28        70142.95
PRT  1984     29        70127.00
PRT  1984     30        68196.75
PRT  1984     31        67910.23
PRT  1984     32        67083.94
PRT  1984     33        67319.60
PRT  1984     34        65827.26
PRT  1984     35        66953.40
PRT  1984     36        65348.32
PRT  1984     37        61538.75
PRT  1984     38        63722.15
PRT  1984     39        62956.02
PRT  1984     40        60058.75
PRT  1984     41        59115.43
PRT  1984     42        55111.77
PRT  1984     43        56346.32
PRT  1984     44        58361.89
PRT  1984     45        61060.18
PRT  1984     46        60260.54
PRT  1984     47        60777.65
PRT  1984     48        62358.54
PRT  1984     49        61203.71
PRT  1984     50        60403.78
PRT  1984     51        61621.47
PRT  1984     52        61615.42
PRT  1984     53        61775.20
PRT  1984     54        60410.15
PRT  1984     55        60106.64
PRT  1985     12        84386.25
PRT  1985     13        83097.97
PRT  1985     14        82155.57
PRT  1985     15        81166.28
PRT  1985     16        80259.40
PRT  1985     17        80480.52
PRT  1985     18        79933.04
PRT  1985     19        81459.52
PRT  1985     20        82155.53
PRT  1985     21        80905.46
PRT  1985     22        80194.62
PRT  1985     23        79539.99
PRT  1985     24        78337.11
PRT  1985     25        76272.48
PRT  1985     26        74918.52
PRT  1985     27        73923.78
PRT  1985     28        71059.62
PRT  1985     29        69987.87
PRT  1985     30        70053.39
PRT  1985     31        68162.23
PRT  1985     32        67953.10
PRT  1985     33        67172.17
PRT  1985     34        67440.40
PRT  1985     35        65946.34
PRT  1985     36        67107.23
PRT  1985     37        65552.55
PRT  1985     38        61669.68
PRT  1985     39        63867.96
PRT  1985     40        63121.65
PRT  1985     41        60172.62
PRT  1985     42        59190.56
PRT  1985     43        55150.10
PRT  1985     44        56294.75
PRT  1985     45        58278.57
PRT  1985     46        60972.02
PRT  1985     47        60142.91
PRT  1985     48        60660.91
PRT  1985     49        62281.99
PRT  1985     50        61109.12
PRT  1985     51        60228.24
PRT  1985     52        61473.62
PRT  1985     53        61497.08
PRT  1985     54        61611.86
PRT  1985     55        60270.65
PRT  1986     12        83375.78
PRT  1986     13        84221.42
PRT  1986     14        82860.30
PRT  1986     15        81763.47
PRT  1986     16        80547.20
PRT  1986     17        79517.28
PRT  1986     18        79674.76
PRT  1986     19        79010.39
PRT  1986     20        80389.29
PRT  1986     21        81054.98
PRT  1986     22        79829.38
PRT  1986     23        79155.33
PRT  1986     24        78612.05
PRT  1986     25        77556.57
PRT  1986     26        75642.78
PRT  1986     27        74381.33
PRT  1986     28        73550.52
PRT  1986     29        70835.37
PRT  1986     30        69838.70
PRT  1986     31        69977.97
PRT  1986     32        68123.94
PRT  1986     33        67995.94
PRT  1986     34        67280.59
PRT  1986     35        67558.72
PRT  1986     36        66068.29
PRT  1986     37        67271.99
PRT  1986     38        65737.80
PRT  1986     39        61781.75
PRT  1986     40        64019.79
PRT  1986     41        63291.55
PRT  1986     42        60270.25
PRT  1986     43        59283.95
PRT  1986     44        55182.43
PRT  1986     45        56240.92
PRT  1986     46        58194.29
PRT  1986     47        60870.20
PRT  1986     48        60016.52
PRT  1986     49        60532.63
PRT  1986     50        62200.03
PRT  1986     51        60990.20
PRT  1986     52        60077.93
PRT  1986     53        61308.93
PRT  1986     54        61338.00
PRT  1986     55        61472.69
PRT  1987     12        84438.06
PRT  1987     13        83338.83
PRT  1987     14        84049.55
PRT  1987     15        82621.63
PRT  1987     16        81352.90
PRT  1987     17        79939.12
PRT  1987     18        78785.07
PRT  1987     19        78860.98
PRT  1987     20        78090.74
PRT  1987     21        79323.96
PRT  1987     22        79954.87
PRT  1987     23        78753.37
PRT  1987     24        78121.63
PRT  1987     25        77686.01
PRT  1987     26        76770.47
PRT  1987     27        75014.62
PRT  1987     28        73841.98
PRT  1987     29        73178.75
PRT  1987     30        70614.07
PRT  1987     31        69684.20
PRT  1987     32        69896.75
PRT  1987     33        68083.10
PRT  1987     34        68043.54
PRT  1987     35        67376.28
PRT  1987     36        67672.42
PRT  1987     37        66180.99
PRT  1987     38        67419.05
PRT  1987     39        65915.02
PRT  1987     40        61905.90
PRT  1987     41        64153.70
PRT  1987     42        63456.03
PRT  1987     43        60369.50
PRT  1987     44        59362.08
PRT  1987     45        55212.63
PRT  1987     46        56175.26
PRT  1987     47        58092.10
PRT  1987     48        60760.06
PRT  1987     49        59882.02
PRT  1987     50        60397.71
PRT  1987     51        62096.38
PRT  1987     52        60887.83
PRT  1987     53        59880.03
PRT  1987     54        61144.38
PRT  1987     55        61185.82
PRT  1988     12        85370.63
PRT  1988     13        84475.92
PRT  1988     14        83290.40
PRT  1988     15        83875.14
PRT  1988     16        82375.04
PRT  1988     17        80959.38
PRT  1988     18        79328.96
PRT  1988     19        78045.34
PRT  1988     20        78050.72
PRT  1988     21        77173.62
PRT  1988     22        78256.69
PRT  1988     23        78859.77
PRT  1988     24        77681.75
PRT  1988     25        77083.44
PRT  1988     26        76757.56
PRT  1988     27        75986.85
PRT  1988     28        74373.51
PRT  1988     29        73305.16
PRT  1988     30        72802.38
PRT  1988     31        70386.71
PRT  1988     32        69528.15
PRT  1988     33        69813.07
PRT  1988     34        68047.58
PRT  1988     35        68088.23
PRT  1988     36        67472.17
PRT  1988     37        67785.16
PRT  1988     38        66281.44
PRT  1988     39        67560.64
PRT  1988     40        66094.74
PRT  1988     41        62023.57
PRT  1988     42        64288.69
PRT  1988     43        63621.72
PRT  1988     44        60457.99
PRT  1988     45        59439.89
PRT  1988     46        55220.64
PRT  1988     47        56074.10
PRT  1988     48        57979.16
PRT  1988     49        60635.36
PRT  1988     50        59738.62
PRT  1988     51        60236.85
PRT  1988     52        61997.41
PRT  1988     53        60749.08
PRT  1988     54        59702.07
PRT  1988     55        60951.25
PRT  1989     12        82455.17
PRT  1989     13        85356.97
PRT  1989     14        84502.34
PRT  1989     15        83243.01
PRT  1989     16        83702.76
PRT  1989     17        82141.33
PRT  1989     18        80554.33
PRT  1989     19        78720.43
PRT  1989     20        77303.07
PRT  1989     21        77242.92
PRT  1989     22        76256.49
PRT  1989     23        77192.90
PRT  1989     24        77759.62
PRT  1989     25        76604.14
PRT  1989     26        76052.31
PRT  1989     27        75825.55
PRT  1989     28        75199.32
PRT  1989     29        73738.39
PRT  1989     30        72759.37
PRT  1989     31        72422.11
PRT  1989     32        70153.85
PRT  1989     33        69375.24
PRT  1989     34        69741.32
PRT  1989     35        68008.42
PRT  1989     36        68129.13
PRT  1989     37        67567.03
PRT  1989     38        67876.79
PRT  1989     39        66381.91
PRT  1989     40        67700.15
PRT  1989     41        66278.39
PRT  1989     42        62130.57
PRT  1989     43        64428.45
PRT  1989     44        63763.65
PRT  1989     45        60540.63
PRT  1989     46        59493.30
PRT  1989     47        55207.31
PRT  1989     48        55985.36
PRT  1989     49        57852.27
PRT  1989     50        60502.01
PRT  1989     51        59580.56
PRT  1989     52        60094.14
PRT  1989     53        61885.95
PRT  1989     54        60642.05
PRT  1989     55        59507.51
PRT  1990     12        77524.52
PRT  1990     13        82437.60
PRT  1990     14        85330.73
PRT  1990     15        84528.76
PRT  1990     16        83191.57
PRT  1990     17        83529.34
PRT  1990     18        81896.20
PRT  1990     19        80152.70
PRT  1990     20        78104.90
PRT  1990     21        76568.90
PRT  1990     22        76432.10
PRT  1990     23        75336.82
PRT  1990     24        76120.09
PRT  1990     25        76657.52
PRT  1990     26        75534.46
PRT  1990     27        75003.97
PRT  1990     28        74897.54
PRT  1990     29        74409.68
PRT  1990     30        73097.30
PRT  1990     31        72216.08
PRT  1990     32        72038.39
PRT  1990     33        69921.33
PRT  1990     34        69215.81
PRT  1990     35        69657.92
PRT  1990     36        67958.33
PRT  1990     37        68155.07
PRT  1990     38        67648.12
PRT  1990     39        67967.87
PRT  1990     40        66473.37
PRT  1990     41        67833.51
PRT  1990     42        66446.62
PRT  1990     43        62247.81
PRT  1990     44        64542.83
PRT  1990     45        63893.76
PRT  1990     46        60610.17
PRT  1990     47        59548.19
PRT  1990     48        55206.10
PRT  1990     49        55872.85
PRT  1990     50        57719.03
PRT  1990     51        60359.42
PRT  1990     52        59421.01
PRT  1990     53        59932.24
PRT  1990     54        61779.49
PRT  1990     55        60516.36
PRT  1991     12        74646.16
PRT  1991     13        77506.35
PRT  1991     14        82408.04
PRT  1991     15        85304.99
PRT  1991     16        84549.72
PRT  1991     17        83138.15
PRT  1991     18        83348.89
PRT  1991     19        81647.60
PRT  1991     20        79745.58
PRT  1991     21        77497.26
PRT  1991     22        75827.70
PRT  1991     23        75622.86
PRT  1991     24        74416.75
PRT  1991     25        75050.78
PRT  1991     26        75556.88
PRT  1991     27        74446.01
PRT  1991     28        73965.79
PRT  1991     29        73955.41
PRT  1991     30        73620.11
PRT  1991     31        72455.18
PRT  1991     32        71674.80
PRT  1991     33        71644.11
PRT  1991     34        69682.72
PRT  1991     35        69055.37
PRT  1991     36        69569.60
PRT  1991     37        67899.82
PRT  1991     38        68184.95
PRT  1991     39        67724.66
PRT  1991     40        68051.51
PRT  1991     41        66558.94
PRT  1991     42        67959.81
PRT  1991     43        66618.12
PRT  1991     44        62345.07
PRT  1991     45        64637.47
PRT  1991     46        64011.71
PRT  1991     47        60672.13
PRT  1991     48        59604.15
PRT  1991     49        55194.31
PRT  1991     50        55758.32
PRT  1991     51        57569.42
PRT  1991     52        60200.92
PRT  1991     53        59231.43
PRT  1991     54        59749.21
PRT  1991     55        61630.94
PRT  1992     12        72428.18
PRT  1992     13        74427.17
PRT  1992     14        77350.59
PRT  1992     15        82175.55
PRT  1992     16        85047.81
PRT  1992     17        84174.52
PRT  1992     18        82671.38
PRT  1992     19        82792.77
PRT  1992     20        81013.78
PRT  1992     21        79105.26
PRT  1992     22        76745.50
PRT  1992     23        75091.17
PRT  1992     24        74909.77
PRT  1992     25        73728.74
PRT  1992     26        74418.91
PRT  1992     27        74981.51
PRT  1992     28        73904.80
PRT  1992     29        73493.11
PRT  1992     30        73569.43
PRT  1992     31        73348.16
PRT  1992     32        72212.71
PRT  1992     33        71374.09
PRT  1992     34        71543.19
PRT  1992     35        69504.94
PRT  1992     36        69032.41
PRT  1992     37        69543.48
PRT  1992     38        67843.40
PRT  1992     39        68207.86
PRT  1992     40        67747.17
PRT  1992     41        68109.93
PRT  1992     42        66544.27
PRT  1992     43        67970.02
PRT  1992     44        66649.50
PRT  1992     45        62147.53
PRT  1992     46        64676.35
PRT  1992     47        63969.01
PRT  1992     48        60603.07
PRT  1992     49        59539.74
PRT  1992     50        54984.52
PRT  1992     51        55690.23
PRT  1992     52        57436.73
PRT  1992     53        60027.46
PRT  1992     54        59013.63
PRT  1992     55        59576.11
PRT  1993     12        69868.66
PRT  1993     13        72288.11
PRT  1993     14        74174.64
PRT  1993     15        77083.97
PRT  1993     16        81819.35
PRT  1993     17        84511.24
PRT  1993     18        83516.01
PRT  1993     19        81938.25
PRT  1993     20        81978.39
PRT  1993     21        80272.76
PRT  1993     22        78471.90
PRT  1993     23        76137.46
PRT  1993     24        74590.93
PRT  1993     25        74568.57
PRT  1993     26        73581.41
PRT  1993     27        74438.26
PRT  1993     28        75050.10
PRT  1993     29        74041.72
PRT  1993     30        73668.11
PRT  1993     31        73812.59
PRT  1993     32        73564.24
PRT  1993     33        72286.92
PRT  1993     34        71442.56
PRT  1993     35        71583.64
PRT  1993     36        69532.25
PRT  1993     37        69139.34
PRT  1993     38        69576.03
PRT  1993     39        67839.41
PRT  1993     40        68232.01
PRT  1993     41        67803.39
PRT  1993     42        68117.61
PRT  1993     43        66478.95
PRT  1993     44        67905.70
PRT  1993     45        66460.55
PRT  1993     46        61949.85
PRT  1993     47        64626.41
PRT  1993     48        63822.80
PRT  1993     49        60444.27
PRT  1993     50        59305.38
PRT  1993     51        54854.19
PRT  1993     52        55669.15
PRT  1993     53        57327.89
PRT  1993     54        59863.10
PRT  1993     55        58850.12
PRT  1994     12        67873.39
PRT  1994     13        70055.48
PRT  1994     14        72314.53
PRT  1994     15        74067.19
PRT  1994     16        76990.30
PRT  1994     17        81669.04
PRT  1994     18        84185.04
PRT  1994     19        83014.06
PRT  1994     20        81404.74
PRT  1994     21        81350.49
PRT  1994     22        79748.95
PRT  1994     23        78063.27
PRT  1994     24        75755.77
PRT  1994     25        74319.75
PRT  1994     26        74421.85
PRT  1994     27        73654.58
PRT  1994     28        74639.99
PRT  1994     29        75321.22
PRT  1994     30        74367.36
PRT  1994     31        74038.67
PRT  1994     32        74225.96
PRT  1994     33        73893.11
PRT  1994     34        72511.82
PRT  1994     35        71642.55
PRT  1994     36        71749.34
PRT  1994     37        69664.85
PRT  1994     38        69324.93
PRT  1994     39        69685.23
PRT  1994     40        67926.75
PRT  1994     41        68343.94
PRT  1994     42        67926.21
PRT  1994     43        68221.56
PRT  1994     44        66485.31
PRT  1994     45        67931.93
PRT  1994     46        66331.98
PRT  1994     47        61854.71
PRT  1994     48        64622.96
PRT  1994     49        63741.17
PRT  1994     50        60343.18
PRT  1994     51        59136.60
PRT  1994     52        54792.64
PRT  1994     53        55702.24
PRT  1994     54        57276.02
PRT  1994     55        59767.22
PRT  1995     12        66015.52
PRT  1995     13        68202.93
PRT  1995     14        70368.56
PRT  1995     15        72437.84
PRT  1995     16        74074.28
PRT  1995     17        77040.71
PRT  1995     18        81650.83
PRT  1995     19        83947.94
PRT  1995     20        82627.42
PRT  1995     21        80964.46
PRT  1995     22        80843.78
PRT  1995     23        79364.89
PRT  1995     24        77772.10
PRT  1995     25        75518.23
PRT  1995     26        74161.95
PRT  1995     27        74414.35
PRT  1995     28        73833.11
PRT  1995     29        74952.39
PRT  1995     30        75723.48
PRT  1995     31        74812.28
PRT  1995     32        74519.46
PRT  1995     33        74665.63
PRT  1995     34        74324.38
PRT  1995     35        72794.60
PRT  1995     36        71930.40
PRT  1995     37        71974.31
PRT  1995     38        69825.68
PRT  1995     39        69543.93
PRT  1995     40        69868.87
PRT  1995     41        68061.59
PRT  1995     42        68493.62
PRT  1995     43        68111.20
PRT  1995     44        68352.51
PRT  1995     45        66535.12
PRT  1995     46        67989.75
PRT  1995     47        66270.74
PRT  1995     48        61781.27
PRT  1995     49        64668.99
PRT  1995     50        63715.87
PRT  1995     51        60290.19
PRT  1995     52        59008.78
PRT  1995     53        54759.45
PRT  1995     54        55771.12
PRT  1995     55        57282.66
PRT  1996     12        63372.47
PRT  1996     13        66439.07
PRT  1996     14        68640.16
PRT  1996     15        70756.21
PRT  1996     16        72632.61
PRT  1996     17        74193.68
PRT  1996     18        77180.01
PRT  1996     19        81682.73
PRT  1996     20        83772.24
PRT  1996     21        82292.97
PRT  1996     22        80593.17
PRT  1996     23        80431.11
PRT  1996     24        79039.00
PRT  1996     25        77585.27
PRT  1996     26        75347.12
PRT  1996     27        74105.06
PRT  1996     28        74475.11
PRT  1996     29        74083.67
PRT  1996     30        75354.74
PRT  1996     31        76200.28
PRT  1996     32        75326.17
PRT  1996     33        74971.07
PRT  1996     34        75184.12
PRT  1996     35        74788.29
PRT  1996     36        73134.97
PRT  1996     37        72247.63
PRT  1996     38        72203.23
PRT  1996     39        69996.66
PRT  1996     40        69827.70
PRT  1996     41        70083.63
PRT  1996     42        68218.93
PRT  1996     43        68685.69
PRT  1996     44        68303.33
PRT  1996     45        68500.78
PRT  1996     46        66612.94
PRT  1996     47        68079.09
PRT  1996     48        66205.91
PRT  1996     49        61716.31
PRT  1996     50        64758.45
PRT  1996     51        63705.41
PRT  1996     52        60231.63
PRT  1996     53        58891.61
PRT  1996     54        54739.04
PRT  1996     55        55885.89
PRT  1997     12        61023.08
PRT  1997     13        63885.85
PRT  1997     14        66969.12
PRT  1997     15        69135.71
PRT  1997     16        71201.60
PRT  1997     17        72931.01
PRT  1997     18        74386.68
PRT  1997     19        77348.61
PRT  1997     20        81758.28
PRT  1997     21        83631.27
PRT  1997     22        82000.76
PRT  1997     23        80288.52
PRT  1997     24        80055.16
PRT  1997     25        78809.16
PRT  1997     26        77443.77
PRT  1997     27        75270.38
PRT  1997     28        74088.33
PRT  1997     29        74598.54
PRT  1997     30        74409.27
PRT  1997     31        75824.39
PRT  1997     32        76752.90
PRT  1997     33        75816.92
PRT  1997     34        75513.87
PRT  1997     35        75734.61
PRT  1997     36        75285.67
PRT  1997     37        73496.29
PRT  1997     38        72552.67
PRT  1997     39        72428.10
PRT  1997     40        70216.82
PRT  1997     41        70130.96
PRT  1997     42        70307.48
PRT  1997     43        68409.29
PRT  1997     44        68887.72
PRT  1997     45        68510.63
PRT  1997     46        68675.05
PRT  1997     47        66722.39
PRT  1997     48        68156.30
PRT  1997     49        66139.63
PRT  1997     50        61692.83
PRT  1997     51        64857.63
PRT  1997     52        63700.68
PRT  1997     53        60216.49
PRT  1997     54        58789.76
PRT  1997     55        54758.44
PRT  1998     12        57954.76
PRT  1998     13        61606.73
PRT  1998     14        64476.03
PRT  1998     15        67537.83
PRT  1998     16        69682.62
PRT  1998     17        71703.34
PRT  1998     18        73133.21
PRT  1998     19        74648.29
PRT  1998     20        77540.97
PRT  1998     21        81815.36
PRT  1998     22        83401.76
PRT  1998     23        81781.09
PRT  1998     24        80000.19
PRT  1998     25        79755.12
PRT  1998     26        78736.62
PRT  1998     27        77370.08
PRT  1998     28        75267.24
PRT  1998     29        74165.99
PRT  1998     30        74882.86
PRT  1998     31        74880.67
PRT  1998     32        76403.71
PRT  1998     33        77295.48
PRT  1998     34        76383.34
PRT  1998     35        76078.09
PRT  1998     36        76312.23
PRT  1998     37        75742.74
PRT  1998     38        73768.08
PRT  1998     39        72908.64
PRT  1998     40        72570.31
