"Notes"	"County"	"CountyCode"	"AgeofMother9"	"AgeofMother9Code"	"Year"	"YearCode"	Births	FemalePopulation	FertilityRate
	"Camden County, NJ"	"34007"	"20-24 years"	"20-24"	"2006"	"2006"	1545	16111	95.90
	"Camden County, NJ"	"34007"	"25-29 years"	"25-29"	"2006"	"2006"	1874	17156	109.23
	"Camden County, NJ"	"34007"	"30-34 years"	"30-34"	"2006"	"2006"	1905	16710	114.00
	"Camden County, NJ"	"34007"	"35-39 years"	"35-39"	"2006"	"2006"	1000	19134	52.26
	"Camden County, NJ"	"34007"	"40-44 years"	"40-44"	"2006"	"2006"	188	20710	9.08
	"Camden County, NJ"	"34007"	"45-49 years"	"45-49"	"2006"	"2006"	15	Not Available	Not Available
	"Cape May County, NJ"	"34009"	"15-19 years"	"15-19"	"2006"	"2006"	94	3075	30.57
	"Cape May County, NJ"	"34009"	"20-24 years"	"20-24"	"2006"	"2006"	227	2387	95.10
	"Cape May County, NJ"	"34009"	"25-29 years"	"25-29"	"2006"	"2006"	243	2201	110.40
	"Cape May County, NJ"	"34009"	"30-34 years"	"30-34"	"2006"	"2006"	207	2154	96.10
	"Cape May County, NJ"	"34009"	"35-39 years"	"35-39"	"2006"	"2006"	117	2801	41.77
	"Cape May County, NJ"	"34009"	"40-44 years"	"40-44"	"2006"	"2006"	23	3581	6.42
	"Cumberland County, NJ"	"34011"	"15-19 years"	"15-19"	"2006"	"2006"	364	5258	69.23
	"Cumberland County, NJ"	"34011"	"20-24 years"	"20-24"	"2006"	"2006"	766	4657	164.48
	"Cumberland County, NJ"	"34011"	"25-29 years"	"25-29"	"2006"	"2006"	624	4687	133.13
	"Cumberland County, NJ"	"34011"	"30-34 years"	"30-34"	"2006"	"2006"	426	4642	91.77
	"Cumberland County, NJ"	"34011"	"35-39 years"	"35-39"	"2006"	"2006"	174	5032	34.58
	"Cumberland County, NJ"	"34011"	"40-44 years"	"40-44"	"2006"	"2006"	41	5403	7.59
	"Essex County, NJ"	"34013"	"15-19 years"	"15-19"	"2006"	"2006"	1069	27474	38.91
	"Essex County, NJ"	"34013"	"20-24 years"	"20-24"	"2006"	"2006"	2372	25109	94.47
	"Essex County, NJ"	"34013"	"25-29 years"	"25-29"	"2006"	"2006"	2976	28379	104.87
	"Essex County, NJ"	"34013"	"30-34 years"	"30-34"	"2006"	"2006"	2997	27873	107.52
	"Essex County, NJ"	"34013"	"35-39 years"	"35-39"	"2006"	"2006"	2011	31465	63.91
	"Essex County, NJ"	"34013"	"40-44 years"	"40-44"	"2006"	"2006"	445	32115	13.86
	"Essex County, NJ"	"34013"	"45-49 years"	"45-49"	"2006"	"2006"	30	Not Available	Not Available
	"Gloucester County, NJ"	"34015"	"15-19 years"	"15-19"	"2006"	"2006"	196	10020	19.56
	"Gloucester County, NJ"	"34015"	"20-24 years"	"20-24"	"2006"	"2006"	560	8725	64.18
	"Gloucester County, NJ"	"34015"	"25-29 years"	"25-29"	"2006"	"2006"	1035	8267	125.20
	"Gloucester County, NJ"	"34015"	"30-34 years"	"30-34"	"2006"	"2006"	1035	8595	120.42
	"Gloucester County, NJ"	"34015"	"35-39 years"	"35-39"	"2006"	"2006"	602	10905	55.20
	"Gloucester County, NJ"	"34015"	"40-44 years"	"40-44"	"2006"	"2006"	98	12086	8.11
	"Hudson County, NJ"	"34017"	"15-19 years"	"15-19"	"2006"	"2006"	721	18363	39.26
	"Hudson County, NJ"	"34017"	"20-24 years"	"20-24"	"2006"	"2006"	1868	22278	83.85
	"Hudson County, NJ"	"34017"	"25-29 years"	"25-29"	"2006"	"2006"	2542	32184	78.98
	"Hudson County, NJ"	"34017"	"30-34 years"	"30-34"	"2006"	"2006"	2589	27668	93.57
	"Hudson County, NJ"	"34017"	"35-39 years"	"35-39"	"2006"	"2006"	1392	24251	57.40
	"Hudson County, NJ"	"34017"	"40-44 years"	"40-44"	"2006"	"2006"	318	22826	13.93
	"Hudson County, NJ"	"34017"	"45-49 years"	"45-49"	"2006"	"2006"	11	Not Available	Not Available
	"Hunterdon County, NJ"	"34019"	"15-19 years"	"15-19"	"2006"	"2006"	15	4048	3.71
	"Hunterdon County, NJ"	"34019"	"20-24 years"	"20-24"	"2006"	"2006"	96	2424	39.60
	"Hunterdon County, NJ"	"34019"	"25-29 years"	"25-29"	"2006"	"2006"	195	2211	88.20
	"Hunterdon County, NJ"	"34019"	"30-34 years"	"30-34"	"2006"	"2006"	473	3191	148.23
	"Hunterdon County, NJ"	"34019"	"35-39 years"	"35-39"	"2006"	"2006"	405	5103	79.37
	"Hunterdon County, NJ"	"34019"	"40-44 years"	"40-44"	"2006"	"2006"	91	6503	13.99
	"Mercer County, NJ"	"34021"	"15-19 years"	"15-19"	"2006"	"2006"	366	13865	26.40
	"Mercer County, NJ"	"34021"	"20-24 years"	"20-24"	"2006"	"2006"	790	12887	61.30
	"Mercer County, NJ"	"34021"	"25-29 years"	"25-29"	"2006"	"2006"	1217	11283	107.86
	"Mercer County, NJ"	"34021"	"30-34 years"	"30-34"	"2006"	"2006"	1333	11836	112.62
	"Mercer County, NJ"	"34021"	"35-39 years"	"35-39"	"2006"	"2006"	780	13579	57.44
	"Mercer County, NJ"	"34021"	"40-44 years"	"40-44"	"2006"	"2006"	165	14467	11.41
	"Middlesex County, NJ"	"34023"	"15-19 years"	"15-19"	"2006"	"2006"	444	27188	16.33
	"Middlesex County, NJ"	"34023"	"20-24 years"	"20-24"	"2006"	"2006"	1596	25848	61.75
	"Middlesex County, NJ"	"34023"	"25-29 years"	"25-29"	"2006"	"2006"	3141	27975	112.28
	"Middlesex County, NJ"	"34023"	"30-34 years"	"30-34"	"2006"	"2006"	3477	28162	123.46
	"Middlesex County, NJ"	"34023"	"35-39 years"	"35-39"	"2006"	"2006"	1675	30106	55.64
	"Middlesex County, NJ"	"34023"	"40-44 years"	"40-44"	"2006"	"2006"	349	31660	11.02
	"Middlesex County, NJ"	"34023"	"45-49 years"	"45-49"	"2006"	"2006"	22	Not Available	Not Available
	"Monmouth County, NJ"	"34025"	"15-19 years"	"15-19"	"2006"	"2006"	352	21444	16.41
	"Monmouth County, NJ"	"34025"	"20-24 years"	"20-24"	"2006"	"2006"	1047	15287	68.49
	"Monmouth County, NJ"	"34025"	"25-29 years"	"25-29"	"2006"	"2006"	1542	14233	108.34
	"Monmouth County, NJ"	"34025"	"30-34 years"	"30-34"	"2006"	"2006"	2458	17064	144.05
	"Monmouth County, NJ"	"34025"	"35-39 years"	"35-39"	"2006"	"2006"	1713	23820	71.91
	"Monmouth County, NJ"	"34025"	"40-44 years"	"40-44"	"2006"	"2006"	376	28427	13.23
	"Monmouth County, NJ"	"34025"	"45-49 years"	"45-49"	"2006"	"2006"	34	Not Available	Not Available
	"Morris County, NJ"	"34027"	"15-19 years"	"15-19"	"2006"	"2006"	108	15161	7.12
	"Morris County, NJ"	"34027"	"20-24 years"	"20-24"	"2006"	"2006"	466	11295	41.26
	"Morris County, NJ"	"34027"	"25-29 years"	"25-29"	"2006"	"2006"	1132	11472	98.68
	"Morris County, NJ"	"34027"	"30-34 years"	"30-34"	"2006"	"2006"	2121	14570	145.57
	"Morris County, NJ"	"34027"	"35-39 years"	"35-39"	"2006"	"2006"	1559	19589	79.59
	"Morris County, NJ"	"34027"	"40-44 years"	"40-44"	"2006"	"2006"	308	22444	13.72
	"Morris County, NJ"	"34027"	"45-49 years"	"45-49"	"2006"	"2006"	17	Not Available	Not Available
	"Ocean County, NJ"	"34029"	"15-19 years"	"15-19"	"2006"	"2006"	366	16559	22.10
	"Ocean County, NJ"	"34029"	"20-24 years"	"20-24"	"2006"	"2006"	1885	13795	136.64
	"Ocean County, NJ"	"34029"	"25-29 years"	"25-29"	"2006"	"2006"	2208	14119	156.39
	"Ocean County, NJ"	"34029"	"30-34 years"	"30-34"	"2006"	"2006"	1931	14321	134.84
	"Ocean County, NJ"	"34029"	"35-39 years"	"35-39"	"2006"	"2006"	1133	17779	63.73
	"Ocean County, NJ"	"34029"	"40-44 years"	"40-44"	"2006"	"2006"	223	20037	11.13
	"Ocean County, NJ"	"34029"	"45-49 years"	"45-49"	"2006"	"2006"	13	Not Available	Not Available
	"Passaic County, NJ"	"34031"	"15-19 years"	"15-19"	"2006"	"2006"	672	17821	37.71
	"Passaic County, NJ"	"34031"	"20-24 years"	"20-24"	"2006"	"2006"	1638	16868	97.11
	"Passaic County, NJ"	"34031"	"25-29 years"	"25-29"	"2006"	"2006"	2024	16958	119.35
	"Passaic County, NJ"	"34031"	"30-34 years"	"30-34"	"2006"	"2006"	1940	17009	114.06
	"Passaic County, NJ"	"34031"	"35-39 years"	"35-39"	"2006"	"2006"	1074	18263	58.81
	"Passaic County, NJ"	"34031"	"40-44 years"	"40-44"	"2006"	"2006"	250	19512	12.81
	"Passaic County, NJ"	"34031"	"45-49 years"	"45-49"	"2006"	"2006"	15	Not Available	Not Available
	"Somerset County, NJ"	"34035"	"15-19 years"	"15-19"	"2006"	"2006"	105	9611	10.92
	"Somerset County, NJ"	"34035"	"20-24 years"	"20-24"	"2006"	"2006"	370	6622	55.87
	"Somerset County, NJ"	"34035"	"25-29 years"	"25-29"	"2006"	"2006"	912	8145	111.97
	"Somerset County, NJ"	"34035"	"30-34 years"	"30-34"	"2006"	"2006"	1408	10242	137.47
	"Somerset County, NJ"	"34035"	"35-39 years"	"35-39"	"2006"	"2006"	939	12888	72.86
	"Somerset County, NJ"	"34035"	"40-44 years"	"40-44"	"2006"	"2006"	241	15281	15.77
	"Sussex County, NJ"	"34037"	"15-19 years"	"15-19"	"2006"	"2006"	62	5577	11.12
	"Sussex County, NJ"	"34037"	"20-24 years"	"20-24"	"2006"	"2006"	171	3361	50.88
	"Sussex County, NJ"	"34037"	"25-29 years"	"25-29"	"2006"	"2006"	402	3118	128.93
	"Sussex County, NJ"	"34037"	"30-34 years"	"30-34"	"2006"	"2006"	565	4257	132.72
	"Sussex County, NJ"	"34037"	"35-39 years"	"35-39"	"2006"	"2006"	380	5919	64.20
	"Sussex County, NJ"	"34037"	"40-44 years"	"40-44"	"2006"	"2006"	83	7042	11.79
	"Union County, NJ"	"34039"	"15-19 years"	"15-19"	"2006"	"2006"	507	17479	29.01
	"Union County, NJ"	"34039"	"20-24 years"	"20-24"	"2006"	"2006"	1315	14967	87.86
	"Union County, NJ"	"34039"	"25-29 years"	"25-29"	"2006"	"2006"	1845	16466	112.05
	"Union County, NJ"	"34039"	"30-34 years"	"30-34"	"2006"	"2006"	2148	17587	122.14
	"Union County, NJ"	"34039"	"35-39 years"	"35-39"	"2006"	"2006"	1460	20716	70.48
	"Union County, NJ"	"34039"	"40-44 years"	"40-44"	"2006"	"2006"	300	22137	13.55
	"Warren County, NJ"	"34041"	"15-19 years"	"15-19"	"2006"	"2006"	58	3712	15.62
	"Warren County, NJ"	"34041"	"20-24 years"	"20-24"	"2006"	"2006"	190	2663	71.35
	"Warren County, NJ"	"34041"	"25-29 years"	"25-29"	"2006"	"2006"	305	2387	127.78
	"Warren County, NJ"	"34041"	"30-34 years"	"30-34"	"2006"	"2006"	435	3190	136.36
	"Warren County, NJ"	"34041"	"35-39 years"	"35-39"	"2006"	"2006"	287	4371	65.66
	"Warren County, NJ"	"34041"	"40-44 years"	"40-44"	"2006"	"2006"	47	5043	9.32
	"Unidentified Counties, NJ"	"34999"	"15-19 years"	"15-19"	"2006"	"2006"	75	2288	32.78
	"Unidentified Counties, NJ"	"34999"	"20-24 years"	"20-24"	"2006"	"2006"	210	1816	115.64
	"Unidentified Counties, NJ"	"34999"	"25-29 years"	"25-29"	"2006"	"2006"	254	1829	138.87
	"Unidentified Counties, NJ"	"34999"	"30-34 years"	"30-34"	"2006"	"2006"	181	1850	97.84
	"Unidentified Counties, NJ"	"34999"	"35-39 years"	"35-39"	"2006"	"2006"	77	2196	35.06
	"Unidentified Counties, NJ"	"34999"	"40-44 years"	"40-44"	"2006"	"2006"	23	2683	8.57
	"Bernalillo County, NM"	"35001"	"15-19 years"	"15-19"	"2006"	"2006"	1236	21924	56.38
	"Bernalillo County, NM"	"35001"	"20-24 years"	"20-24"	"2006"	"2006"	2703	24083	112.24
	"Bernalillo County, NM"	"35001"	"25-29 years"	"25-29"	"2006"	"2006"	2661	24475	108.72
	"Bernalillo County, NM"	"35001"	"30-34 years"	"30-34"	"2006"	"2006"	1819	20365	89.32
	"Bernalillo County, NM"	"35001"	"35-39 years"	"35-39"	"2006"	"2006"	966	20694	46.68
	"Bernalillo County, NM"	"35001"	"40-44 years"	"40-44"	"2006"	"2006"	219	22958	9.54
	"Bernalillo County, NM"	"35001"	"45-49 years"	"45-49"	"2006"	"2006"	18	Not Available	Not Available
	"Dona Ana County, NM"	"35013"	"15-19 years"	"15-19"	"2006"	"2006"	628	8477	74.08
	"Dona Ana County, NM"	"35013"	"20-24 years"	"20-24"	"2006"	"2006"	1034	8560	120.79
	"Dona Ana County, NM"	"35013"	"25-29 years"	"25-29"	"2006"	"2006"	839	7049	119.02
	"Dona Ana County, NM"	"35013"	"30-34 years"	"30-34"	"2006"	"2006"	557	5661	98.39
	"Dona Ana County, NM"	"35013"	"35-39 years"	"35-39"	"2006"	"2006"	232	5820	39.86
	"Dona Ana County, NM"	"35013"	"40-44 years"	"40-44"	"2006"	"2006"	56	6608	8.47
	"San Juan County, NM"	"35045"	"15-19 years"	"15-19"	"2006"	"2006"	314	5264	59.65
	"San Juan County, NM"	"35045"	"20-24 years"	"20-24"	"2006"	"2006"	798	4503	177.22
	"San Juan County, NM"	"35045"	"25-29 years"	"25-29"	"2006"	"2006"	554	4324	128.12
	"San Juan County, NM"	"35045"	"30-34 years"	"30-34"	"2006"	"2006"	326	3719	87.66
	"San Juan County, NM"	"35045"	"35-39 years"	"35-39"	"2006"	"2006"	166	3927	42.27
	"San Juan County, NM"	"35045"	"40-44 years"	"40-44"	"2006"	"2006"	32	4365	7.33
	"Santa Fe County, NM"	"35049"	"15-19 years"	"15-19"	"2006"	"2006"	212	4433	47.82
	"Santa Fe County, NM"	"35049"	"20-24 years"	"20-24"	"2006"	"2006"	429	3711	115.60
	"Santa Fe County, NM"	"35049"	"25-29 years"	"25-29"	"2006"	"2006"	411	3827	107.39
	"Santa Fe County, NM"	"35049"	"30-34 years"	"30-34"	"2006"	"2006"	359	4149	86.53
	"Santa Fe County, NM"	"35049"	"35-39 years"	"35-39"	"2006"	"2006"	217	4520	48.01
	"Santa Fe County, NM"	"35049"	"40-44 years"	"40-44"	"2006"	"2006"	48	5469	8.78
	"Santa Fe County, NM"	"35049"	"45-49 years"	"45-49"	"2006"	"2006"	11	Not Available	Not Available
	"Unidentified Counties, NM"	"35999"	"15-19 years"	"15-19"	"2006"	"2006"	2238	33667	66.47
	"Unidentified Counties, NM"	"35999"	"20-24 years"	"20-24"	"2006"	"2006"	4316	27614	156.30
	"Unidentified Counties, NM"	"35999"	"25-29 years"	"25-29"	"2006"	"2006"	3389	24847	136.39
	"Unidentified Counties, NM"	"35999"	"30-34 years"	"30-34"	"2006"	"2006"	1934	24268	79.69
	"Unidentified Counties, NM"	"35999"	"35-39 years"	"35-39"	"2006"	"2006"	916	26860	34.10
	"Unidentified Counties, NM"	"35999"	"40-44 years"	"40-44"	"2006"	"2006"	218	30364	7.18
	"Unidentified Counties, NM"	"35999"	"45-49 years"	"45-49"	"2006"	"2006"	14	Not Available	Not Available
	"Albany County, NY"	"36001"	"15-19 years"	"15-19"	"2006"	"2006"	214	12584	17.01
	"Albany County, NY"	"36001"	"20-24 years"	"20-24"	"2006"	"2006"	621	14647	42.40
	"Albany County, NY"	"36001"	"25-29 years"	"25-29"	"2006"	"2006"	815	9309	87.55
	"Albany County, NY"	"36001"	"30-34 years"	"30-34"	"2006"	"2006"	818	8955	91.35
	"Albany County, NY"	"36001"	"35-39 years"	"35-39"	"2006"	"2006"	512	10071	50.84
	"Albany County, NY"	"36001"	"40-44 years"	"40-44"	"2006"	"2006"	95	11309	8.40
	"Bronx County, NY"	"36005"	"15-19 years"	"15-19"	"2006"	"2006"	2526	53810	46.94
	"Bronx County, NY"	"36005"	"20-24 years"	"20-24"	"2006"	"2006"	5924	51772	114.42
	"Bronx County, NY"	"36005"	"25-29 years"	"25-29"	"2006"	"2006"	6338	55497	114.20
	"Bronx County, NY"	"36005"	"30-34 years"	"30-34"	"2006"	"2006"	4586	50836	90.21
	"Bronx County, NY"	"36005"	"35-39 years"	"35-39"	"2006"	"2006"	2573	52744	48.78
	"Bronx County, NY"	"36005"	"40-44 years"	"40-44"	"2006"	"2006"	643	53961	11.92
	"Bronx County, NY"	"36005"	"45-49 years"	"45-49"	"2006"	"2006"	47	Not Available	Not Available
	"Broome County, NY"	"36007"	"15-19 years"	"15-19"	"2006"	"2006"	217	8181	26.52
	"Broome County, NY"	"36007"	"20-24 years"	"20-24"	"2006"	"2006"	548	7852	69.79
	"Broome County, NY"	"36007"	"25-29 years"	"25-29"	"2006"	"2006"	614	6241	98.38
	"Broome County, NY"	"36007"	"30-34 years"	"30-34"	"2006"	"2006"	461	4819	95.66
	"Broome County, NY"	"36007"	"35-39 years"	"35-39"	"2006"	"2006"	239	6065	39.41
	"Broome County, NY"	"36007"	"40-44 years"	"40-44"	"2006"	"2006"	50	7168	6.98
	"Chautauqua County, NY"	"36013"	"15-19 years"	"15-19"	"2006"	"2006"	185	5541	33.39
	"Chautauqua County, NY"	"36013"	"20-24 years"	"20-24"	"2006"	"2006"	463	4745	97.58
	"Chautauqua County, NY"	"36013"	"25-29 years"	"25-29"	"2006"	"2006"	407	3612	112.68
	"Chautauqua County, NY"	"36013"	"30-34 years"	"30-34"	"2006"	"2006"	276	3407	81.01
	"Chautauqua County, NY"	"36013"	"35-39 years"	"35-39"	"2006"	"2006"	153	4083	37.47
	"Chautauqua County, NY"	"36013"	"40-44 years"	"40-44"	"2006"	"2006"	24	4718	5.09
	"Dutchess County, NY"	"36027"	"15-19 years"	"15-19"	"2006"	"2006"	175	11652	15.02
	"Dutchess County, NY"	"36027"	"20-24 years"	"20-24"	"2006"	"2006"	564	9765	57.76
	"Dutchess County, NY"	"36027"	"25-29 years"	"25-29"	"2006"	"2006"	767	7083	108.29
	"Dutchess County, NY"	"36027"	"30-34 years"	"30-34"	"2006"	"2006"	844	7670	110.04
	"Dutchess County, NY"	"36027"	"35-39 years"	"35-39"	"2006"	"2006"	588	10520	55.89
	"Dutchess County, NY"	"36027"	"40-44 years"	"40-44"	"2006"	"2006"	127	12331	10.30
	"Erie County, NY"	"36029"	"15-19 years"	"15-19"	"2006"	"2006"	876	32986	26.56
	"Erie County, NY"	"36029"	"20-24 years"	"20-24"	"2006"	"2006"	2098	31363	66.89
	"Erie County, NY"	"36029"	"25-29 years"	"25-29"	"2006"	"2006"	2731	28229	96.74
	"Erie County, NY"	"36029"	"30-34 years"	"30-34"	"2006"	"2006"	2553	24614	103.72
	"Erie County, NY"	"36029"	"35-39 years"	"35-39"	"2006"	"2006"	1402	31017	45.20
	"Erie County, NY"	"36029"	"40-44 years"	"40-44"	"2006"	"2006"	286	34573	8.27
	"Erie County, NY"	"36029"	"45-49 years"	"45-49"	"2006"	"2006"	13	Not Available	Not Available
	"Jefferson County, NY"	"36045"	"15-19 years"	"15-19"	"2006"	"2006"	146	3714	39.31
	"Jefferson County, NY"	"36045"	"20-24 years"	"20-24"	"2006"	"2006"	591	4504	131.22
	"Jefferson County, NY"	"36045"	"25-29 years"	"25-29"	"2006"	"2006"	513	3901	131.50
	"Jefferson County, NY"	"36045"	"30-34 years"	"30-34"	"2006"	"2006"	300	3383	88.68
	"Jefferson County, NY"	"36045"	"35-39 years"	"35-39"	"2006"	"2006"	114	3741	30.47
	"Jefferson County, NY"	"36045"	"40-44 years"	"40-44"	"2006"	"2006"	17	3930	4.33
	"Kings County, NY"	"36047"	"15-19 years"	"15-19"	"2006"	"2006"	2781	85324	32.59
	"Kings County, NY"	"36047"	"20-24 years"	"20-24"	"2006"	"2006"	9934	92687	107.18
	"Kings County, NY"	"36047"	"25-29 years"	"25-29"	"2006"	"2006"	11257	110822	101.58
	"Kings County, NY"	"36047"	"30-34 years"	"30-34"	"2006"	"2006"	9328	96081	97.08
	"Kings County, NY"	"36047"	"35-39 years"	"35-39"	"2006"	"2006"	5579	92746	60.15
	"Kings County, NY"	"36047"	"40-44 years"	"40-44"	"2006"	"2006"	1456	91410	15.93
	"Kings County, NY"	"36047"	"45-49 years"	"45-49"	"2006"	"2006"	107	Not Available	Not Available
	"Monroe County, NY"	"36055"	"15-19 years"	"15-19"	"2006"	"2006"	795	28892	27.52
	"Monroe County, NY"	"36055"	"20-24 years"	"20-24"	"2006"	"2006"	1797	26183	68.63
	"Monroe County, NY"	"36055"	"25-29 years"	"25-29"	"2006"	"2006"	2460	23171	106.17
	"Monroe County, NY"	"36055"	"30-34 years"	"30-34"	"2006"	"2006"	2327	21238	109.57
	"Monroe County, NY"	"36055"	"35-39 years"	"35-39"	"2006"	"2006"	1219	25790	47.27
	"Monroe County, NY"	"36055"	"40-44 years"	"40-44"	"2006"	"2006"	266	29020	9.17
	"Monroe County, NY"	"36055"	"45-49 years"	"45-49"	"2006"	"2006"	22	Not Available	Not Available
	"Nassau County, NY"	"36059"	"15-19 years"	"15-19"	"2006"	"2006"	578	45089	12.82
	"Nassau County, NY"	"36059"	"20-24 years"	"20-24"	"2006"	"2006"	1744	35760	48.77
	"Nassau County, NY"	"36059"	"25-29 years"	"25-29"	"2006"	"2006"	3328	33053	100.69
	"Nassau County, NY"	"36059"	"30-34 years"	"30-34"	"2006"	"2006"	5154	35377	145.69
	"Nassau County, NY"	"36059"	"35-39 years"	"35-39"	"2006"	"2006"	3518	47545	73.99
	"Nassau County, NY"	"36059"	"40-44 years"	"40-44"	"2006"	"2006"	854	55820	15.30
	"Nassau County, NY"	"36059"	"45-49 years"	"45-49"	"2006"	"2006"	49	Not Available	Not Available
	"New York County, NY"	"36061"	"15-19 years"	"15-19"	"2006"	"2006"	1162	41169	28.23
	"New York County, NY"	"36061"	"20-24 years"	"20-24"	"2006"	"2006"	2984	71481	41.75
	"New York County, NY"	"36061"	"25-29 years"	"25-29"	"2006"	"2006"	4114	97675	42.12
	"New York County, NY"	"36061"	"30-34 years"	"30-34"	"2006"	"2006"	6235	79538	78.39
	"New York County, NY"	"36061"	"35-39 years"	"35-39"	"2006"	"2006"	4540	66653	68.11
	"New York County, NY"	"36061"	"40-44 years"	"40-44"	"2006"	"2006"	1295	57494	22.52
	"New York County, NY"	"36061"	"45-49 years"	"45-49"	"2006"	"2006"	114	Not Available	Not Available
	"Niagara County, NY"	"36063"	"15-19 years"	"15-19"	"2006"	"2006"	211	7866	26.82
	"Niagara County, NY"	"36063"	"20-24 years"	"20-24"	"2006"	"2006"	511	6715	76.10
	"Niagara County, NY"	"36063"	"25-29 years"	"25-29"	"2006"	"2006"	677	5993	112.97
	"Niagara County, NY"	"36063"	"30-34 years"	"30-34"	"2006"	"2006"	505	5685	88.83
	"Niagara County, NY"	"36063"	"35-39 years"	"35-39"	"2006"	"2006"	256	7267	35.23
	"Niagara County, NY"	"36063"	"40-44 years"	"40-44"	"2006"	"2006"	41	8395	4.88
	"Oneida County, NY"	"36065"	"15-19 years"	"15-19"	"2006"	"2006"	294	8492	34.62
	"Oneida County, NY"	"36065"	"20-24 years"	"20-24"	"2006"	"2006"	726	7232	100.39
	"Oneida County, NY"	"36065"	"25-29 years"	"25-29"	"2006"	"2006"	706	6030	117.08
	"Oneida County, NY"	"36065"	"30-34 years"	"30-34"	"2006"	"2006"	518	6148	84.26
	"Oneida County, NY"	"36065"	"35-39 years"	"35-39"	"2006"	"2006"	300	7574	39.61
	"Oneida County, NY"	"36065"	"40-44 years"	"40-44"	"2006"	"2006"	48	8343	5.75
	"Onondaga County, NY"	"36067"	"15-19 years"	"15-19"	"2006"	"2006"	536	18278	29.32
	"Onondaga County, NY"	"36067"	"20-24 years"	"20-24"	"2006"	"2006"	1171	16541	70.79
	"Onondaga County, NY"	"36067"	"25-29 years"	"25-29"	"2006"	"2006"	1541	15060	102.32
	"Onondaga County, NY"	"36067"	"30-34 years"	"30-34"	"2006"	"2006"	1324	12722	104.07
	"Onondaga County, NY"	"36067"	"35-39 years"	"35-39"	"2006"	"2006"	732	15757	46.46
	"Onondaga County, NY"	"36067"	"40-44 years"	"40-44"	"2006"	"2006"	152	18221	8.34
	"Ontario County, NY"	"36069"	"15-19 years"	"15-19"	"2006"	"2006"	85	3898	21.81
	"Ontario County, NY"	"36069"	"20-24 years"	"20-24"	"2006"	"2006"	242	3060	79.08
	"Ontario County, NY"	"36069"	"25-29 years"	"25-29"	"2006"	"2006"	320	2514	127.29
	"Ontario County, NY"	"36069"	"30-34 years"	"30-34"	"2006"	"2006"	274	2659	103.05
	"Ontario County, NY"	"36069"	"35-39 years"	"35-39"	"2006"	"2006"	180	3616	49.78
	"Ontario County, NY"	"36069"	"40-44 years"	"40-44"	"2006"	"2006"	35	4324	8.09
	"Orange County, NY"	"36071"	"15-19 years"	"15-19"	"2006"	"2006"	301	13703	21.97
	"Orange County, NY"	"36071"	"20-24 years"	"20-24"	"2006"	"2006"	1122	10281	109.13
	"Orange County, NY"	"36071"	"25-29 years"	"25-29"	"2006"	"2006"	1426	9720	146.71
	"Orange County, NY"	"36071"	"30-34 years"	"30-34"	"2006"	"2006"	1524	10867	140.24
	"Orange County, NY"	"36071"	"35-39 years"	"35-39"	"2006"	"2006"	923	14247	64.79
	"Orange County, NY"	"36071"	"40-44 years"	"40-44"	"2006"	"2006"	198	15411	12.85
	"Oswego County, NY"	"36075"	"15-19 years"	"15-19"	"2006"	"2006"	149	5365	27.77
	"Oswego County, NY"	"36075"	"20-24 years"	"20-24"	"2006"	"2006"	388	4594	84.46
	"Oswego County, NY"	"36075"	"25-29 years"	"25-29"	"2006"	"2006"	412	3433	120.01
	"Oswego County, NY"	"36075"	"30-34 years"	"30-34"	"2006"	"2006"	270	3183	84.83
	"Oswego County, NY"	"36075"	"35-39 years"	"35-39"	"2006"	"2006"	126	4213	29.91
	"Oswego County, NY"	"36075"	"40-44 years"	"40-44"	"2006"	"2006"	30	4954	6.06
	"Queens County, NY"	"36081"	"15-19 years"	"15-19"	"2006"	"2006"	1705	66551	25.62
	"Queens County, NY"	"36081"	"20-24 years"	"20-24"	"2006"	"2006"	5883	74039	79.46
	"Queens County, NY"	"36081"	"25-29 years"	"25-29"	"2006"	"2006"	8752	91860	95.28
	"Queens County, NY"	"36081"	"30-34 years"	"30-34"	"2006"	"2006"	8219	83285	98.69
	"Queens County, NY"	"36081"	"35-39 years"	"35-39"	"2006"	"2006"	4566	84776	53.86
	"Queens County, NY"	"36081"	"40-44 years"	"40-44"	"2006"	"2006"	1133	85565	13.24
	"Queens County, NY"	"36081"	"45-49 years"	"45-49"	"2006"	"2006"	76	Not Available	Not Available
	"Rensselaer County, NY"	"36083"	"15-19 years"	"15-19"	"2006"	"2006"	143	5560	25.72
	"Rensselaer County, NY"	"36083"	"20-24 years"	"20-24"	"2006"	"2006"	392	5237	74.85
	"Rensselaer County, NY"	"36083"	"25-29 years"	"25-29"	"2006"	"2006"	482	5102	94.47
	"Rensselaer County, NY"	"36083"	"30-34 years"	"30-34"	"2006"	"2006"	446	4595	97.06
	"Rensselaer County, NY"	"36083"	"35-39 years"	"35-39"	"2006"	"2006"	219	5359	40.87
	"Rensselaer County, NY"	"36083"	"40-44 years"	"40-44"	"2006"	"2006"	58	6202	9.35
	"Richmond County, NY"	"36085"	"15-19 years"	"15-19"	"2006"	"2006"	343	15871	21.61
	"Richmond County, NY"	"36085"	"20-24 years"	"20-24"	"2006"	"2006"	905	14164	63.89
	"Richmond County, NY"	"36085"	"25-29 years"	"25-29"	"2006"	"2006"	1564	14752	106.02
