"Notes"	"County"	"CountyCode"	"AgeofMother9"	"AgeofMother9Code"	"Year"	"YearCode"	Births	FemalePopulation	FertilityRate
	"Richmond County, NY"	"36085"	"30-34 years"	"30-34"	"2006"	"2006"	1815	14892	121.88
	"Richmond County, NY"	"36085"	"35-39 years"	"35-39"	"2006"	"2006"	1036	17669	58.63
	"Richmond County, NY"	"36085"	"40-44 years"	"40-44"	"2006"	"2006"	213	18612	11.44
	"Richmond County, NY"	"36085"	"45-49 years"	"45-49"	"2006"	"2006"	11	Not Available	Not Available
	"Rockland County, NY"	"36087"	"15-19 years"	"15-19"	"2006"	"2006"	184	10907	16.87
	"Rockland County, NY"	"36087"	"20-24 years"	"20-24"	"2006"	"2006"	1023	8669	118.01
	"Rockland County, NY"	"36087"	"25-29 years"	"25-29"	"2006"	"2006"	1159	7605	152.40
	"Rockland County, NY"	"36087"	"30-34 years"	"30-34"	"2006"	"2006"	1269	8059	157.46
	"Rockland County, NY"	"36087"	"35-39 years"	"35-39"	"2006"	"2006"	845	10359	81.57
	"Rockland County, NY"	"36087"	"40-44 years"	"40-44"	"2006"	"2006"	217	11495	18.88
	"Rockland County, NY"	"36087"	"45-49 years"	"45-49"	"2006"	"2006"	26	Not Available	Not Available
	"St. Lawrence County, NY"	"36089"	"15-19 years"	"15-19"	"2006"	"2006"	109	5067	21.51
	"St. Lawrence County, NY"	"36089"	"20-24 years"	"20-24"	"2006"	"2006"	397	4545	87.35
	"St. Lawrence County, NY"	"36089"	"25-29 years"	"25-29"	"2006"	"2006"	419	2857	146.66
	"St. Lawrence County, NY"	"36089"	"30-34 years"	"30-34"	"2006"	"2006"	204	2786	73.22
	"St. Lawrence County, NY"	"36089"	"35-39 years"	"35-39"	"2006"	"2006"	121	3356	36.05
	"St. Lawrence County, NY"	"36089"	"40-44 years"	"40-44"	"2006"	"2006"	24	3869	6.20
	"Saratoga County, NY"	"36091"	"15-19 years"	"15-19"	"2006"	"2006"	99	7260	13.64
	"Saratoga County, NY"	"36091"	"20-24 years"	"20-24"	"2006"	"2006"	377	5706	66.07
	"Saratoga County, NY"	"36091"	"25-29 years"	"25-29"	"2006"	"2006"	639	5626	113.58
	"Saratoga County, NY"	"36091"	"30-34 years"	"30-34"	"2006"	"2006"	748	6703	111.59
	"Saratoga County, NY"	"36091"	"35-39 years"	"35-39"	"2006"	"2006"	439	8519	51.53
	"Saratoga County, NY"	"36091"	"40-44 years"	"40-44"	"2006"	"2006"	76	9294	8.18
	"Schenectady County, NY"	"36093"	"15-19 years"	"15-19"	"2006"	"2006"	140	5295	26.44
	"Schenectady County, NY"	"36093"	"20-24 years"	"20-24"	"2006"	"2006"	390	4649	83.89
	"Schenectady County, NY"	"36093"	"25-29 years"	"25-29"	"2006"	"2006"	542	4540	119.38
	"Schenectady County, NY"	"36093"	"30-34 years"	"30-34"	"2006"	"2006"	448	4322	103.66
	"Schenectady County, NY"	"36093"	"35-39 years"	"35-39"	"2006"	"2006"	270	5218	51.74
	"Schenectady County, NY"	"36093"	"40-44 years"	"40-44"	"2006"	"2006"	56	6026	9.29
	"Suffolk County, NY"	"36103"	"15-19 years"	"15-19"	"2006"	"2006"	942	50733	18.57
	"Suffolk County, NY"	"36103"	"20-24 years"	"20-24"	"2006"	"2006"	2740	39786	68.87
	"Suffolk County, NY"	"36103"	"25-29 years"	"25-29"	"2006"	"2006"	4617	39171	117.87
	"Suffolk County, NY"	"36103"	"30-34 years"	"30-34"	"2006"	"2006"	6032	43351	139.14
	"Suffolk County, NY"	"36103"	"35-39 years"	"35-39"	"2006"	"2006"	3897	57757	67.47
	"Suffolk County, NY"	"36103"	"40-44 years"	"40-44"	"2006"	"2006"	828	65734	12.60
	"Suffolk County, NY"	"36103"	"45-49 years"	"45-49"	"2006"	"2006"	43	Not Available	Not Available
	"Ulster County, NY"	"36111"	"15-19 years"	"15-19"	"2006"	"2006"	145	6759	21.45
	"Ulster County, NY"	"36111"	"20-24 years"	"20-24"	"2006"	"2006"	340	5673	59.93
	"Ulster County, NY"	"36111"	"25-29 years"	"25-29"	"2006"	"2006"	497	4869	102.07
	"Ulster County, NY"	"36111"	"30-34 years"	"30-34"	"2006"	"2006"	506	4738	106.80
	"Ulster County, NY"	"36111"	"35-39 years"	"35-39"	"2006"	"2006"	297	6283	47.27
	"Ulster County, NY"	"36111"	"40-44 years"	"40-44"	"2006"	"2006"	82	7321	11.20
	"Westchester County, NY"	"36119"	"15-19 years"	"15-19"	"2006"	"2006"	602	30929	19.46
	"Westchester County, NY"	"36119"	"20-24 years"	"20-24"	"2006"	"2006"	1631	24329	67.04
	"Westchester County, NY"	"36119"	"25-29 years"	"25-29"	"2006"	"2006"	2546	25234	100.90
	"Westchester County, NY"	"36119"	"30-34 years"	"30-34"	"2006"	"2006"	3621	27924	129.67
	"Westchester County, NY"	"36119"	"35-39 years"	"35-39"	"2006"	"2006"	2831	35754	79.18
	"Westchester County, NY"	"36119"	"40-44 years"	"40-44"	"2006"	"2006"	658	39733	16.56
	"Westchester County, NY"	"36119"	"45-49 years"	"45-49"	"2006"	"2006"	50	Not Available	Not Available
	"Unidentified Counties, NY"	"36999"	"15-19 years"	"15-19"	"2006"	"2006"	1799	80374	22.38
	"Unidentified Counties, NY"	"36999"	"20-24 years"	"20-24"	"2006"	"2006"	5755	69231	83.13
	"Unidentified Counties, NY"	"36999"	"25-29 years"	"25-29"	"2006"	"2006"	6119	49989	122.41
	"Unidentified Counties, NY"	"36999"	"30-34 years"	"30-34"	"2006"	"2006"	4555	52066	87.49
	"Unidentified Counties, NY"	"36999"	"35-39 years"	"35-39"	"2006"	"2006"	2535	65468	38.72
	"Unidentified Counties, NY"	"36999"	"40-44 years"	"40-44"	"2006"	"2006"	566	77406	7.31
	"Unidentified Counties, NY"	"36999"	"45-49 years"	"45-49"	"2006"	"2006"	34	Not Available	Not Available
	"Alamance County, NC"	"37001"	"15-19 years"	"15-19"	"2006"	"2006"	261	5332	48.95
	"Alamance County, NC"	"37001"	"20-24 years"	"20-24"	"2006"	"2006"	520	4808	108.15
	"Alamance County, NC"	"37001"	"25-29 years"	"25-29"	"2006"	"2006"	529	4465	118.48
	"Alamance County, NC"	"37001"	"30-34 years"	"30-34"	"2006"	"2006"	387	4534	85.36
	"Alamance County, NC"	"37001"	"35-39 years"	"35-39"	"2006"	"2006"	195	5189	37.58
	"Alamance County, NC"	"37001"	"40-44 years"	"40-44"	"2006"	"2006"	22	5477	4.02
	"Buncombe County, NC"	"37021"	"15-19 years"	"15-19"	"2006"	"2006"	295	6882	42.87
	"Buncombe County, NC"	"37021"	"20-24 years"	"20-24"	"2006"	"2006"	683	7077	96.51
	"Buncombe County, NC"	"37021"	"25-29 years"	"25-29"	"2006"	"2006"	752	8012	93.86
	"Buncombe County, NC"	"37021"	"30-34 years"	"30-34"	"2006"	"2006"	615	7304	84.20
	"Buncombe County, NC"	"37021"	"35-39 years"	"35-39"	"2006"	"2006"	341	7803	43.70
	"Buncombe County, NC"	"37021"	"40-44 years"	"40-44"	"2006"	"2006"	63	8338	7.56
	"Cabarrus County, NC"	"37025"	"15-19 years"	"15-19"	"2006"	"2006"	245	5153	47.55
	"Cabarrus County, NC"	"37025"	"20-24 years"	"20-24"	"2006"	"2006"	643	4316	148.98
	"Cabarrus County, NC"	"37025"	"25-29 years"	"25-29"	"2006"	"2006"	734	5221	140.59
	"Cabarrus County, NC"	"37025"	"30-34 years"	"30-34"	"2006"	"2006"	550	5961	92.27
	"Cabarrus County, NC"	"37025"	"35-39 years"	"35-39"	"2006"	"2006"	296	6580	44.98
	"Cabarrus County, NC"	"37025"	"40-44 years"	"40-44"	"2006"	"2006"	40	6296	6.35
	"Catawba County, NC"	"37035"	"15-19 years"	"15-19"	"2006"	"2006"	270	4873	55.41
	"Catawba County, NC"	"37035"	"20-24 years"	"20-24"	"2006"	"2006"	577	4169	138.40
	"Catawba County, NC"	"37035"	"25-29 years"	"25-29"	"2006"	"2006"	564	4630	121.81
	"Catawba County, NC"	"37035"	"30-34 years"	"30-34"	"2006"	"2006"	431	5074	84.94
	"Catawba County, NC"	"37035"	"35-39 years"	"35-39"	"2006"	"2006"	178	5547	32.09
	"Catawba County, NC"	"37035"	"40-44 years"	"40-44"	"2006"	"2006"	35	5759	6.08
	"Cumberland County, NC"	"37051"	"15-19 years"	"15-19"	"2006"	"2006"	627	11085	56.56
	"Cumberland County, NC"	"37051"	"20-24 years"	"20-24"	"2006"	"2006"	2073	13601	152.42
	"Cumberland County, NC"	"37051"	"25-29 years"	"25-29"	"2006"	"2006"	1491	12612	118.22
	"Cumberland County, NC"	"37051"	"30-34 years"	"30-34"	"2006"	"2006"	903	11167	80.86
	"Cumberland County, NC"	"37051"	"35-39 years"	"35-39"	"2006"	"2006"	429	11105	38.63
	"Cumberland County, NC"	"37051"	"40-44 years"	"40-44"	"2006"	"2006"	69	11442	6.03
	"Davidson County, NC"	"37057"	"15-19 years"	"15-19"	"2006"	"2006"	249	4973	50.07
	"Davidson County, NC"	"37057"	"20-24 years"	"20-24"	"2006"	"2006"	588	4057	144.93
	"Davidson County, NC"	"37057"	"25-29 years"	"25-29"	"2006"	"2006"	530	4649	114.00
	"Davidson County, NC"	"37057"	"30-34 years"	"30-34"	"2006"	"2006"	345	5115	67.45
	"Davidson County, NC"	"37057"	"35-39 years"	"35-39"	"2006"	"2006"	177	6025	29.38
	"Davidson County, NC"	"37057"	"40-44 years"	"40-44"	"2006"	"2006"	26	6433	4.04
	"Durham County, NC"	"37063"	"15-19 years"	"15-19"	"2006"	"2006"	356	8555	41.61
	"Durham County, NC"	"37063"	"20-24 years"	"20-24"	"2006"	"2006"	850	10613	80.09
	"Durham County, NC"	"37063"	"25-29 years"	"25-29"	"2006"	"2006"	1151	12390	92.90
	"Durham County, NC"	"37063"	"30-34 years"	"30-34"	"2006"	"2006"	1163	10746	108.23
	"Durham County, NC"	"37063"	"35-39 years"	"35-39"	"2006"	"2006"	555	9759	56.87
	"Durham County, NC"	"37063"	"40-44 years"	"40-44"	"2006"	"2006"	107	9059	11.81
	"Forsyth County, NC"	"37067"	"15-19 years"	"15-19"	"2006"	"2006"	575	11890	48.36
	"Forsyth County, NC"	"37067"	"20-24 years"	"20-24"	"2006"	"2006"	1279	11686	109.45
	"Forsyth County, NC"	"37067"	"25-29 years"	"25-29"	"2006"	"2006"	1358	11230	120.93
	"Forsyth County, NC"	"37067"	"30-34 years"	"30-34"	"2006"	"2006"	1160	11211	103.47
	"Forsyth County, NC"	"37067"	"35-39 years"	"35-39"	"2006"	"2006"	507	12473	40.65
	"Forsyth County, NC"	"37067"	"40-44 years"	"40-44"	"2006"	"2006"	100	12971	7.71
	"Gaston County, NC"	"37071"	"15-19 years"	"15-19"	"2006"	"2006"	405	6593	61.43
	"Gaston County, NC"	"37071"	"20-24 years"	"20-24"	"2006"	"2006"	817	5649	144.63
	"Gaston County, NC"	"37071"	"25-29 years"	"25-29"	"2006"	"2006"	779	6082	128.08
	"Gaston County, NC"	"37071"	"30-34 years"	"30-34"	"2006"	"2006"	501	6844	73.20
	"Gaston County, NC"	"37071"	"35-39 years"	"35-39"	"2006"	"2006"	248	7616	32.56
	"Gaston County, NC"	"37071"	"40-44 years"	"40-44"	"2006"	"2006"	43	7652	5.62
	"Guilford County, NC"	"37081"	"15-19 years"	"15-19"	"2006"	"2006"	667	17997	37.06
	"Guilford County, NC"	"37081"	"20-24 years"	"20-24"	"2006"	"2006"	1443	18392	78.46
	"Guilford County, NC"	"37081"	"25-29 years"	"25-29"	"2006"	"2006"	1675	16724	100.16
	"Guilford County, NC"	"37081"	"30-34 years"	"30-34"	"2006"	"2006"	1409	15569	90.50
	"Guilford County, NC"	"37081"	"35-39 years"	"35-39"	"2006"	"2006"	758	17243	43.96
	"Guilford County, NC"	"37081"	"40-44 years"	"40-44"	"2006"	"2006"	149	17635	8.45
	"Iredell County, NC"	"37097"	"15-19 years"	"15-19"	"2006"	"2006"	216	4721	45.75
	"Iredell County, NC"	"37097"	"20-24 years"	"20-24"	"2006"	"2006"	521	3633	143.41
	"Iredell County, NC"	"37097"	"25-29 years"	"25-29"	"2006"	"2006"	563	4290	131.24
	"Iredell County, NC"	"37097"	"30-34 years"	"30-34"	"2006"	"2006"	428	4850	88.25
	"Iredell County, NC"	"37097"	"35-39 years"	"35-39"	"2006"	"2006"	212	5788	36.63
	"Iredell County, NC"	"37097"	"40-44 years"	"40-44"	"2006"	"2006"	46	6258	7.35
	"Johnston County, NC"	"37101"	"15-19 years"	"15-19"	"2006"	"2006"	257	4680	54.91
	"Johnston County, NC"	"37101"	"20-24 years"	"20-24"	"2006"	"2006"	537	3626	148.10
	"Johnston County, NC"	"37101"	"25-29 years"	"25-29"	"2006"	"2006"	703	4716	149.07
	"Johnston County, NC"	"37101"	"30-34 years"	"30-34"	"2006"	"2006"	536	5915	90.62
	"Johnston County, NC"	"37101"	"35-39 years"	"35-39"	"2006"	"2006"	252	6737	37.41
	"Johnston County, NC"	"37101"	"40-44 years"	"40-44"	"2006"	"2006"	45	6174	7.29
	"Mecklenburg County, NC"	"37119"	"15-19 years"	"15-19"	"2006"	"2006"	1285	27075	47.46
	"Mecklenburg County, NC"	"37119"	"20-24 years"	"20-24"	"2006"	"2006"	2850	28825	98.87
	"Mecklenburg County, NC"	"37119"	"25-29 years"	"25-29"	"2006"	"2006"	3857	36204	106.54
	"Mecklenburg County, NC"	"37119"	"30-34 years"	"30-34"	"2006"	"2006"	4012	36690	109.35
	"Mecklenburg County, NC"	"37119"	"35-39 years"	"35-39"	"2006"	"2006"	1949	36356	53.61
	"Mecklenburg County, NC"	"37119"	"40-44 years"	"40-44"	"2006"	"2006"	381	33893	11.24
	"Mecklenburg County, NC"	"37119"	"45-49 years"	"45-49"	"2006"	"2006"	16	Not Available	Not Available
	"New Hanover County, NC"	"37129"	"15-19 years"	"15-19"	"2006"	"2006"	235	6787	34.63
	"New Hanover County, NC"	"37129"	"20-24 years"	"20-24"	"2006"	"2006"	550	9573	57.45
	"New Hanover County, NC"	"37129"	"25-29 years"	"25-29"	"2006"	"2006"	655	6689	97.92
	"New Hanover County, NC"	"37129"	"30-34 years"	"30-34"	"2006"	"2006"	598	6476	92.34
	"New Hanover County, NC"	"37129"	"35-39 years"	"35-39"	"2006"	"2006"	343	6598	51.99
	"New Hanover County, NC"	"37129"	"40-44 years"	"40-44"	"2006"	"2006"	54	6609	8.17
	"Onslow County, NC"	"37133"	"15-19 years"	"15-19"	"2006"	"2006"	367	5236	70.09
	"Onslow County, NC"	"37133"	"20-24 years"	"20-24"	"2006"	"2006"	1502	8526	176.17
	"Onslow County, NC"	"37133"	"25-29 years"	"25-29"	"2006"	"2006"	972	6241	155.74
	"Onslow County, NC"	"37133"	"30-34 years"	"30-34"	"2006"	"2006"	483	4991	96.77
	"Onslow County, NC"	"37133"	"35-39 years"	"35-39"	"2006"	"2006"	179	4722	37.91
	"Onslow County, NC"	"37133"	"40-44 years"	"40-44"	"2006"	"2006"	31	4745	6.53
	"Orange County, NC"	"37135"	"15-19 years"	"15-19"	"2006"	"2006"	71	6583	10.79
	"Orange County, NC"	"37135"	"20-24 years"	"20-24"	"2006"	"2006"	217	9110	23.82
	"Orange County, NC"	"37135"	"25-29 years"	"25-29"	"2006"	"2006"	313	4284	73.06
	"Orange County, NC"	"37135"	"30-34 years"	"30-34"	"2006"	"2006"	372	3545	104.94
	"Orange County, NC"	"37135"	"35-39 years"	"35-39"	"2006"	"2006"	252	4038	62.41
	"Orange County, NC"	"37135"	"40-44 years"	"40-44"	"2006"	"2006"	51	4608	11.07
	"Pitt County, NC"	"37147"	"15-19 years"	"15-19"	"2006"	"2006"	231	7780	29.69
	"Pitt County, NC"	"37147"	"20-24 years"	"20-24"	"2006"	"2006"	593	11251	52.71
	"Pitt County, NC"	"37147"	"25-29 years"	"25-29"	"2006"	"2006"	632	5330	118.57
	"Pitt County, NC"	"37147"	"30-34 years"	"30-34"	"2006"	"2006"	479	5285	90.63
	"Pitt County, NC"	"37147"	"35-39 years"	"35-39"	"2006"	"2006"	218	5056	43.12
	"Pitt County, NC"	"37147"	"40-44 years"	"40-44"	"2006"	"2006"	28	5174	5.41
	"Randolph County, NC"	"37151"	"15-19 years"	"15-19"	"2006"	"2006"	234	4412	53.04
	"Randolph County, NC"	"37151"	"20-24 years"	"20-24"	"2006"	"2006"	508	3619	140.37
	"Randolph County, NC"	"37151"	"25-29 years"	"25-29"	"2006"	"2006"	491	3992	123.00
	"Randolph County, NC"	"37151"	"30-34 years"	"30-34"	"2006"	"2006"	359	4477	80.19
	"Randolph County, NC"	"37151"	"35-39 years"	"35-39"	"2006"	"2006"	134	5254	25.50
	"Randolph County, NC"	"37151"	"40-44 years"	"40-44"	"2006"	"2006"	32	5386	5.94
	"Robeson County, NC"	"37155"	"15-19 years"	"15-19"	"2006"	"2006"	385	5197	74.08
	"Robeson County, NC"	"37155"	"20-24 years"	"20-24"	"2006"	"2006"	820	4577	179.16
	"Robeson County, NC"	"37155"	"25-29 years"	"25-29"	"2006"	"2006"	550	4411	124.69
	"Robeson County, NC"	"37155"	"30-34 years"	"30-34"	"2006"	"2006"	264	4408	59.89
	"Robeson County, NC"	"37155"	"35-39 years"	"35-39"	"2006"	"2006"	119	4344	27.39
	"Robeson County, NC"	"37155"	"40-44 years"	"40-44"	"2006"	"2006"	33	4570	7.22
	"Rowan County, NC"	"37159"	"15-19 years"	"15-19"	"2006"	"2006"	265	4633	57.20
	"Rowan County, NC"	"37159"	"20-24 years"	"20-24"	"2006"	"2006"	556	4029	138.00
	"Rowan County, NC"	"37159"	"25-29 years"	"25-29"	"2006"	"2006"	467	4101	113.87
	"Rowan County, NC"	"37159"	"30-34 years"	"30-34"	"2006"	"2006"	317	3985	79.55
	"Rowan County, NC"	"37159"	"35-39 years"	"35-39"	"2006"	"2006"	140	4635	30.20
	"Rowan County, NC"	"37159"	"40-44 years"	"40-44"	"2006"	"2006"	34	5152	6.60
	"Union County, NC"	"37179"	"15-19 years"	"15-19"	"2006"	"2006"	234	6055	38.65
	"Union County, NC"	"37179"	"20-24 years"	"20-24"	"2006"	"2006"	540	3926	137.54
	"Union County, NC"	"37179"	"25-29 years"	"25-29"	"2006"	"2006"	682	4760	143.28
	"Union County, NC"	"37179"	"30-34 years"	"30-34"	"2006"	"2006"	676	6124	110.39
	"Union County, NC"	"37179"	"35-39 years"	"35-39"	"2006"	"2006"	403	7880	51.14
	"Union County, NC"	"37179"	"40-44 years"	"40-44"	"2006"	"2006"	61	7640	7.98
	"Wake County, NC"	"37183"	"15-19 years"	"15-19"	"2006"	"2006"	781	26646	29.31
	"Wake County, NC"	"37183"	"20-24 years"	"20-24"	"2006"	"2006"	2154	26160	82.34
	"Wake County, NC"	"37183"	"25-29 years"	"25-29"	"2006"	"2006"	3493	32396	107.82
	"Wake County, NC"	"37183"	"30-34 years"	"30-34"	"2006"	"2006"	3940	32288	122.03
	"Wake County, NC"	"37183"	"35-39 years"	"35-39"	"2006"	"2006"	2073	34357	60.34
	"Wake County, NC"	"37183"	"40-44 years"	"40-44"	"2006"	"2006"	382	33938	11.26
	"Wake County, NC"	"37183"	"45-49 years"	"45-49"	"2006"	"2006"	19	Not Available	Not Available
	"Wayne County, NC"	"37191"	"15-19 years"	"15-19"	"2006"	"2006"	238	4089	58.20
	"Wayne County, NC"	"37191"	"20-24 years"	"20-24"	"2006"	"2006"	589	3951	149.08
	"Wayne County, NC"	"37191"	"25-29 years"	"25-29"	"2006"	"2006"	498	3762	132.38
	"Wayne County, NC"	"37191"	"30-34 years"	"30-34"	"2006"	"2006"	284	3747	75.79
	"Wayne County, NC"	"37191"	"35-39 years"	"35-39"	"2006"	"2006"	136	3892	34.94
	"Wayne County, NC"	"37191"	"40-44 years"	"40-44"	"2006"	"2006"	23	4379	5.25
	"Unidentified Counties, NC"	"37999"	"15-19 years"	"15-19"	"2006"	"2006"	5952	108346	54.94
	"Unidentified Counties, NC"	"37999"	"20-24 years"	"20-24"	"2006"	"2006"	12970	93409	138.85
	"Unidentified Counties, NC"	"37999"	"25-29 years"	"25-29"	"2006"	"2006"	11312	90320	125.24
	"Unidentified Counties, NC"	"37999"	"30-34 years"	"30-34"	"2006"	"2006"	7490	98390	76.13
	"Unidentified Counties, NC"	"37999"	"35-39 years"	"35-39"	"2006"	"2006"	3319	110692	29.98
	"Unidentified Counties, NC"	"37999"	"40-44 years"	"40-44"	"2006"	"2006"	679	121240	5.60
	"Unidentified Counties, NC"	"37999"	"45-49 years"	"45-49"	"2006"	"2006"	32	Not Available	Not Available
	"Cass County, ND"	"38017"	"15-19 years"	"15-19"	"2006"	"2006"	101	5027	20.09
	"Cass County, ND"	"38017"	"20-24 years"	"20-24"	"2006"	"2006"	403	9208	43.77
	"Cass County, ND"	"38017"	"25-29 years"	"25-29"	"2006"	"2006"	746	5156	144.69
	"Cass County, ND"	"38017"	"30-34 years"	"30-34"	"2006"	"2006"	495	4818	102.74
	"Cass County, ND"	"38017"	"35-39 years"	"35-39"	"2006"	"2006"	226	4265	52.99
	"Cass County, ND"	"38017"	"40-44 years"	"40-44"	"2006"	"2006"	36	4446	8.10
	"Unidentified Counties, ND"	"38999"	"15-19 years"	"15-19"	"2006"	"2006"	532	19188	27.73
	"Unidentified Counties, ND"	"38999"	"20-24 years"	"20-24"	"2006"	"2006"	1913	19997	95.66
	"Unidentified Counties, ND"	"38999"	"25-29 years"	"25-29"	"2006"	"2006"	2185	12500	174.80
	"Unidentified Counties, ND"	"38999"	"30-34 years"	"30-34"	"2006"	"2006"	1314	13359	98.36
	"Unidentified Counties, ND"	"38999"	"35-39 years"	"35-39"	"2006"	"2006"	530	13639	38.86
	"Unidentified Counties, ND"	"38999"	"40-44 years"	"40-44"	"2006"	"2006"	126	17091	7.37
	"Allen County, OH"	"39003"	"15-19 years"	"15-19"	"2006"	"2006"	199	3788	52.53
	"Allen County, OH"	"39003"	"20-24 years"	"20-24"	"2006"	"2006"	473	3264	144.91
	"Allen County, OH"	"39003"	"25-29 years"	"25-29"	"2006"	"2006"	404	3242	124.61
	"Allen County, OH"	"39003"	"30-34 years"	"30-34"	"2006"	"2006"	233	2796	83.33
	"Allen County, OH"	"39003"	"35-39 years"	"35-39"	"2006"	"2006"	103	3246	31.73
	"Allen County, OH"	"39003"	"40-44 years"	"40-44"	"2006"	"2006"	17	3659	4.65
	"Ashtabula County, OH"	"39007"	"15-19 years"	"15-19"	"2006"	"2006"	150	3504	42.81
	"Ashtabula County, OH"	"39007"	"20-24 years"	"20-24"	"2006"	"2006"	411	2746	149.67
	"Ashtabula County, OH"	"39007"	"25-29 years"	"25-29"	"2006"	"2006"	365	2712	134.59
	"Ashtabula County, OH"	"39007"	"30-34 years"	"30-34"	"2006"	"2006"	199	2827	70.39
	"Ashtabula County, OH"	"39007"	"35-39 years"	"35-39"	"2006"	"2006"	129	3371	38.27
	"Ashtabula County, OH"	"39007"	"40-44 years"	"40-44"	"2006"	"2006"	21	3777	5.56
	"Butler County, OH"	"39017"	"15-19 years"	"15-19"	"2006"	"2006"	541	13858	39.04
	"Butler County, OH"	"39017"	"20-24 years"	"20-24"	"2006"	"2006"	1336	13504	98.93
	"Butler County, OH"	"39017"	"25-29 years"	"25-29"	"2006"	"2006"	1444	12780	112.99
	"Butler County, OH"	"39017"	"30-34 years"	"30-34"	"2006"	"2006"	1181	10705	110.32
	"Butler County, OH"	"39017"	"35-39 years"	"35-39"	"2006"	"2006"	519	12797	40.56
	"Butler County, OH"	"39017"	"40-44 years"	"40-44"	"2006"	"2006"	87	13603	6.40
	"Clark County, OH"	"39023"	"15-19 years"	"15-19"	"2006"	"2006"	242	4941	48.98
	"Clark County, OH"	"39023"	"20-24 years"	"20-24"	"2006"	"2006"	634	4480	141.52
	"Clark County, OH"	"39023"	"25-29 years"	"25-29"	"2006"	"2006"	507	4417	114.78
	"Clark County, OH"	"39023"	"30-34 years"	"30-34"	"2006"	"2006"	276	3700	74.59
	"Clark County, OH"	"39023"	"35-39 years"	"35-39"	"2006"	"2006"	115	4563	25.20
	"Clark County, OH"	"39023"	"40-44 years"	"40-44"	"2006"	"2006"	28	4872	5.75
	"Clermont County, OH"	"39025"	"15-19 years"	"15-19"	"2006"	"2006"	257	6419	40.04
	"Clermont County, OH"	"39025"	"20-24 years"	"20-24"	"2006"	"2006"	722	5527	130.63
	"Clermont County, OH"	"39025"	"25-29 years"	"25-29"	"2006"	"2006"	861	6042	142.50
	"Clermont County, OH"	"39025"	"30-34 years"	"30-34"	"2006"	"2006"	664	6124	108.43
	"Clermont County, OH"	"39025"	"35-39 years"	"35-39"	"2006"	"2006"	325	7223	45.00
	"Clermont County, OH"	"39025"	"40-44 years"	"40-44"	"2006"	"2006"	59	7782	7.58
	"Columbiana County, OH"	"39029"	"15-19 years"	"15-19"	"2006"	"2006"	154	3603	42.74
	"Columbiana County, OH"	"39029"	"20-24 years"	"20-24"	"2006"	"2006"	377	2824	133.50
	"Columbiana County, OH"	"39029"	"25-29 years"	"25-29"	"2006"	"2006"	379	2836	133.64
	"Columbiana County, OH"	"39029"	"30-34 years"	"30-34"	"2006"	"2006"	211	2926	72.11
	"Columbiana County, OH"	"39029"	"35-39 years"	"35-39"	"2006"	"2006"	89	3568	24.94
	"Columbiana County, OH"	"39029"	"40-44 years"	"40-44"	"2006"	"2006"	19	3823	4.97
	"Cuyahoga County, OH"	"39035"	"15-19 years"	"15-19"	"2006"	"2006"	1917	45483	42.15
	"Cuyahoga County, OH"	"39035"	"20-24 years"	"20-24"	"2006"	"2006"	4029	39582	101.79
	"Cuyahoga County, OH"	"39035"	"25-29 years"	"25-29"	"2006"	"2006"	4344	42901	101.26
	"Cuyahoga County, OH"	"39035"	"30-34 years"	"30-34"	"2006"	"2006"	3806	40144	94.81
	"Cuyahoga County, OH"	"39035"	"35-39 years"	"35-39"	"2006"	"2006"	2172	44708	48.58
	"Cuyahoga County, OH"	"39035"	"40-44 years"	"40-44"	"2006"	"2006"	407	49777	8.18
	"Cuyahoga County, OH"	"39035"	"45-49 years"	"45-49"	"2006"	"2006"	20	Not Available	Not Available
	"Delaware County, OH"	"39041"	"15-19 years"	"15-19"	"2006"	"2006"	69	4936	13.98
	"Delaware County, OH"	"39041"	"20-24 years"	"20-24"	"2006"	"2006"	274	3543	77.34
	"Delaware County, OH"	"39041"	"25-29 years"	"25-29"	"2006"	"2006"	638	4793	133.11
	"Delaware County, OH"	"39041"	"30-34 years"	"30-34"	"2006"	"2006"	906	6128	147.85
	"Delaware County, OH"	"39041"	"35-39 years"	"35-39"	"2006"	"2006"	451	7389	61.04
	"Delaware County, OH"	"39041"	"40-44 years"	"40-44"	"2006"	"2006"	85	6874	12.37
	"Fairfield County, OH"	"39045"	"15-19 years"	"15-19"	"2006"	"2006"	132	4810	27.44
	"Fairfield County, OH"	"39045"	"20-24 years"	"20-24"	"2006"	"2006"	452	3652	123.77
	"Fairfield County, OH"	"39045"	"25-29 years"	"25-29"	"2006"	"2006"	539	4410	122.22
	"Fairfield County, OH"	"39045"	"30-34 years"	"30-34"	"2006"	"2006"	409	4576	89.38
	"Fairfield County, OH"	"39045"	"35-39 years"	"35-39"	"2006"	"2006"	191	5391	35.43
